Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_wrapper_0_bram_addr_0[31:0],design_1_i/fft_module_0_bram_addr[31:0],design_1_i/design_1_wrapper_0_fft_last_0,design_1_i/design_1_wrapper_0_fft_last_1,design_1_i/design_1_wrapper_0_fft_out_0[63:0],design_1_i/design_1_wrapper_0_fft_out_1[63:0],design_1_i/design_1_wrapper_0_fft_valid_0,design_1_i/design_1_wrapper_0_fft_valid_1,design_1_i/design_1_wrapper_0_tdata_0[31:0],design_1_i/design_1_wrapper_0_tdata_1[31:0],design_1_i/design_1_wrapper_0_tdata_valid_0,design_1_i/design_1_wrapper_0_tdata_valid_1,design_1_i/adc_buffer_0_Q1[13:0],design_1_i/adc_buffer_0_Q2[13:0],design_1_i/design_1_wrapper_0_event_data_in_channel_halt_0,design_1_i/design_1_wrapper_0_event_frame_started_0,design_1_i/design_1_wrapper_0_event_tlast_missing_0,design_1_i/design_1_wrapper_0_event_tlast_unexpected_0
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1855,1855,0,00001980,00001958,0,0,40292cc042fb7c8e,c27dc972415ee4e8,1,1,c2d80000,43940000,1,1,00d0,005c,0,0,0,0
1856,1856,0,00001988,00001960,0,0,4297aa3ec2de48b2,c25518a04287c436,1,1,43500000,43770000,1,1,01a2,012b,0,0,0,0
1857,1857,0,00001990,00001968,0,0,c1ed8c444249d44c,41ec3248c26933dc,1,1,43d10000,c1e00000,1,1,0167,00f0,0,0,0,0
1858,1858,0,00001998,00001970,0,0,c209bba8414db040,41f8ac94c1f25d98,1,1,43b38000,c3a18000,1,1,004c,3fd7,0,0,0,0
1859,1859,0,000019a0,00001978,0,0,4182bbd8c24ab180,c207f1eac283f84a,1,1,42980000,c3cc8000,1,1,3f27,3eb8,0,0,0,0
1860,1860,0,000019a8,00001980,0,0,c2ada411c1b5960c,40862a70418fb0ac,1,1,c3590000,c3620000,1,1,3eda,3e6a,0,0,0,0
1861,1861,0,000019b0,00001988,0,0,c115bc2042c638b0,c23e8a304159a1f0,1,1,c3930000,42b80000,1,1,3f98,3f2a,0,0,0,0
1862,1862,0,000019b8,00001990,0,0,c18e1274c25585f8,4140f61040ab5320,1,1,c2d00000,43958000,1,1,00da,0069,0,0,0,0
1863,1863,0,000019c0,00001998,0,0,c28b67edc1dfd234,4107029042bfbfef,1,1,435a0000,43700000,1,1,01a1,012c,0,0,0,0
1864,1864,0,000019c8,000019a0,0,0,42e634dfc26c1b6c,40ca4590c2d7949c,1,1,43d08000,c2240000,1,1,015e,00e6,0,0,0,0
1865,1865,0,000019d0,000019a8,0,0,c1cccdb4422025b0,c287891242815304,1,1,43af0000,c3a40000,1,1,0043,3fca,0,0,0,0
1866,1866,0,000019d8,000019b0,0,0,c269c62e41111cc8,c27f4002c211c848,1,1,42860000,c3cb0000,1,1,3f22,3ead,0,0,0,0
1867,1867,0,000019e0,000019b8,0,0,c255f34a41392728,c2956642c24be496,1,1,c35e0000,c3560000,1,1,3ee0,3e6f,0,0,0,0
1868,1868,0,000019e8,000019c0,0,0,c1760470421084fa,c111d940c2c1b69a,1,1,c3900000,42d20000,1,1,3fa6,3f34,0,0,0,0
1869,1869,0,000019f0,000019c8,0,0,41e1b52cc2ac5eab,c230df9842007242,1,1,c2b40000,43960000,1,1,00e6,0073,0,0,0,0
1870,1870,0,000019f8,000019d0,0,0,4206521cc0c21380,c14264f0c23a4b54,1,1,43660000,43660000,1,1,01a4,0131,0,0,0,0
1871,1871,0,00001a00,000019d8,0,0,419c131cc2500812,42ad81c9c1dbb474,1,1,43d20000,c2580000,1,1,015a,00e2,0,0,0,0
1872,1872,0,00001a08,000019e0,0,0,4250f024c17a80b0,406326a0bfc8e0c0,1,1,43ad0000,c3a98000,1,1,0034,3fc2,0,0,0,0
1873,1873,0,00001a10,000019e8,0,0,425e38d04217146c,428324b3c2b86bbf,1,1,42500000,c3c88000,1,1,3f18,3eab,0,0,0,0
1874,1874,0,00001a18,000019f0,0,0,c1b7d8a8c16f28b8,c214d94cc1d3d7c4,1,1,c3680000,c34c0000,1,1,3ede,3e72,0,0,0,0
1875,1875,0,00001a20,000019f8,0,0,c20e5e04c17dfb80,c2592dc8c211d804,1,1,c3910000,42e60000,1,1,3faf,3f3c,0,0,0,0
1876,1876,0,00001a28,00001a00,0,0,c214a8a442d9675d,42817b2bc1e21acc,1,1,c2a20000,43988000,1,1,00f1,007b,0,0,0,0
1877,1877,0,00001a30,00001a08,0,0,c192c45840dee080,4079f320c217ecf6,1,1,43710000,43620000,1,1,01a4,0132,0,0,0,0
1878,1878,0,00001a38,00001a10,0,0,429144d942269ddc,c15fe6e840b32360,1,1,43d20000,c2780000,1,1,014c,00d9,0,0,0,0
1879,1879,0,00001a40,00001a18,0,0,42113dc6c126f5b0,c12c88a04203967c,1,1,43a60000,c3aa8000,1,1,0028,3fb7,0,0,0,0
1880,1880,0,00001a48,00001a20,0,0,c14de630419a7e90,42f08d0a41cf71b8,1,1,42200000,c3c70000,1,1,3f16,3e9f,0,0,0,0
1881,1881,0,00001a50,00001a28,0,0,42a73863c22ae282,c1ba0e18c234cd64,1,1,c36a0000,c3440000,1,1,3ee5,3e71,0,0,0,0
1882,1882,0,00001a58,00001a30,0,0,c22f77e6c18b0b40,4113d660c2add1c9,1,1,c38d8000,42f60000,1,1,3fba,3f4a,0,0,0,0
1883,1883,0,00001a60,00001a38,0,0,c1849bd4c26daab0,4289826dc1374848,1,1,c28c0000,43990000,1,1,00f8,0084,0,0,0,0
1884,1884,0,00001a68,00001a40,0,0,4286c76bc1bc0cec,c2357d56c12cc118,1,1,43780000,43590000,1,1,01ac,0132,0,0,0,0
1885,1885,0,00001a70,00001a48,0,0,c156eb2842a8023c,424e6cf4c1aefeac,1,1,43d60000,c2920000,1,1,0144,00d4,0,0,0,0
1886,1886,0,00001a78,00001a50,0,0,c1ba6610c2f2daba,c202883c42353724,1,1,43a20000,c3b08000,1,1,001c,3fa6,0,0,0,0
1887,1887,0,00001a80,00001a58,0,0,bff1bb8042517e90,c25cedbcc29d1673,1,1,41e00000,c3c78000,1,1,3f10,3e9a,0,0,0,0
1888,1888,0,00001a88,00001a60,0,0,bfe823c0c2964c7d,41da649c41635958,1,1,c3700000,c3360000,1,1,3ee5,3e78,0,0,0,0
1889,1889,0,00001a90,00001a68,0,0,41491008c2827e70,c24bd888c22af7de,1,1,c38d8000,43040000,1,1,3fc8,3f54,0,0,0,0
1890,1890,0,00001a98,00001a70,0,0,c0830500c2a2a86a,c1e45930c1ca0054,1,1,c2600000,43990000,1,1,0105,008f,0,0,0,0
1891,1891,0,00001aa0,00001a78,0,0,410ee828c1fcff24,427c07eec1adf300,1,1,43828000,43540000,1,1,01ac,0137,0,0,0,0
1892,1892,0,00001aa8,00001a80,0,0,c21f583cc1b4939c,4175ac8841ffc610,1,1,43d60000,c2b40000,1,1,0140,00cc,0,0,0,0
1893,1893,0,00001ab0,00001a88,0,0,c2be0845c13e10e8,4278580841b51f34,1,1,43a00000,c3b30000,1,1,0015,3f9f,0,0,0,0
1894,1894,0,00001ab8,00001a90,0,0,4210425241902120,bce84000c2cb0148,1,1,41a80000,c3c40000,1,1,3f07,3e96,0,0,0,0
1895,1895,0,00001ac0,00001a98,0,0,c1862624c29fa8d1,c1e4c6f8c2f4b691,1,1,c3790000,c32c0000,1,1,3eec,3e79,0,0,0,0
1896,1896,0,00001ac8,00001aa0,0,0,c1845ce44045e4a0,3f00c680c249d5ee,1,1,c38a0000,430f0000,1,1,3fd3,3f60,0,0,0,0
1897,1897,0,00001ad0,00001aa8,0,0,c05ff720c206dffe,416f94f8c2f4b487,1,1,c2340000,439b8000,1,1,0110,0098,0,0,0,0
1898,1898,0,00001ad8,00001ab0,0,0,4104a2e0427a7434,c07215e0c30b04ec,1,1,43880000,434c0000,1,1,01b0,0136,0,0,0,0
1899,1899,0,00001ae0,00001ab8,0,0,c1b88a0cbf916ec0,3eb61a00c2115f4e,1,1,43d80000,c2c20000,1,1,0139,00bf,0,0,0,0
1900,1900,0,00001ae8,00001ac0,0,0,c1999db0c223f1cc,c17b13a0c2c628b1,1,1,439c8000,c3b50000,1,1,0007,3f93,0,0,0,0
1901,1901,0,00001af0,00001ac8,0,0,40d25040c2e866fe,c1154428c13c7ee0,1,1,40e00000,c3c38000,1,1,3f03,3e8f,0,0,0,0
1902,1902,0,00001af8,00001ad0,0,0,c2068966c2f63a0c,4180ad0c41b4e7f8,1,1,c37d0000,c3200000,1,1,3ef0,3e79,0,0,0,0
1903,1903,0,00001b00,00001ad8,0,0,c2e81270c0cdb5e0,41d3af484310bf4e,1,1,c3880000,43180000,1,1,3fdb,3f69,0,0,0,0
1904,1904,0,00001b08,00001ae0,0,0,417ef1d0c1e437cc,4111ff08c1f44dd4,1,1,c2140000,439b0000,1,1,0118,00a2,0,0,0,0
1905,1905,0,00001b10,00001ae8,0,0,424e25e8c342b2a4,c1e469e0c20df54c,1,1,438c0000,433f0000,1,1,01ae,0138,0,0,0,0
1906,1906,0,00001b18,00001af0,0,0,430bd4f8c1e64fa4,c2c79338c2cc4716,1,1,43d70000,c2da0000,1,1,0130,00b8,0,0,0,0
1907,1907,0,00001b20,00001af8,0,0,c2ff177fc3339f0d,41961dccc1861d4c,1,1,43980000,c3b88000,1,1,3ffa,3f8c,0,0,0,0
1908,1908,0,00001b28,00001b00,0,0,c2b71ae7c3289eec,3fbf21c0c267dde8,1,1,c0c00000,c3c38000,1,1,3efc,3e88,0,0,0,0
1909,1909,0,00001b30,00001b08,0,0,43075f2841821d88,42cdd9a9c28bcd60,1,1,c3820000,c3170000,1,1,3ef4,3e82,0,0,0,0
1910,1910,0,00001b38,00001b10,0,0,42c8582cc3493d9a,42df2e41c2aef538,1,1,c3860000,43220000,1,1,3feb,3f75,0,0,0,0
1911,1911,0,00001b40,00001b18,0,0,c3774c03c1d26550,4166f4e8c2343d62,1,1,c1a80000,439c0000,1,1,011f,00ad,0,0,0,0
1912,1912,0,00001b48,00001b20,0,0,43363dccc34c588c,c1ead8d0c3038cf0,1,1,438f8000,43380000,1,1,01b1,0138,0,0,0,0
1913,1913,0,00001b50,00001b28,0,0,c1f41598c3909be0,c2eb10d2c1feaa1c,1,1,43d88000,c2e80000,1,1,0127,00b0,0,0,0,0
1914,1914,0,00001b58,00001b30,0,0,42291276c3c66562,42c9058c41f36340,1,1,43938000,c3bc0000,1,1,3ff0,3f7e,0,0,0,0
1915,1915,0,00001b60,00001b38,0,0,428dfa5cc4134f1a,43178c90c340c3f3,1,1,c1800000,c3bf0000,1,1,3ef7,3e89,0,0,0,0
1916,1916,0,00001b68,00001b40,0,0,458ea61948369365,c373558bc26010cc,1,1,c3848000,c30b0000,1,1,3efd,3e89,0,0,0,0
1917,1917,0,00001b70,00001b48,0,0,42c46da14402c3e3,42573f58c339d4d2,1,1,c3818000,432d0000,1,1,3ff3,3f7f,0,0,0,0
1918,1918,0,00001b78,00001b50,0,0,423c187243bcb7b0,c21d47b0c3704106,1,1,c1500000,439c0000,1,1,012a,00b2,0,0,0,0
1919,1919,0,00001b80,00001b58,0,0,41a81fe443898f3d,424e301ec3defef1,1,1,43950000,43300000,1,1,01af,0136,0,0,0,0
1920,1920,0,00001b88,00001b60,0,0,42a1ad75432df4ca,424bc086c41aaa77,1,1,43d78000,c3020000,1,1,011d,00ab,0,0,0,0
1921,1921,0,00001b90,00001b68,0,0,c335b0e442bb74fc,458ec8f948351f03,1,1,438e8000,c3bb8000,1,1,3fe5,3f6f,0,0,0,0
1922,1922,0,00001b98,00001b70,0,0,42c034f942b4661d,42d01911441155ab,1,1,c1d80000,c3bb8000,1,1,3ef2,3e83,0,0,0,0
1923,1923,0,00001ba0,00001b78,0,0,430d9f33c251f0b0,3fa4e68043afba2f,1,1,c3870000,c3010000,1,1,3f00,3e90,0,0,0,0
1924,1924,0,00001ba8,00001b80,0,0,c2c315624313a5bc,c1c16fd0438b475c,1,1,c3800000,43320000,1,1,0000,3f8f,0,0,0,0
1925,1925,0,00001bb0,00001b88,0,0,c28bec70431be9e4,425164f6437de263,1,1,00000000,439b0000,1,1,0130,00bc,0,0,0,0
1926,1926,0,00001bb8,00001b90,0,0,42160012429204e7,c3195a2a428426ea,1,1,43980000,432b0000,1,1,01ab,0135,0,0,0,0
1927,1927,0,00001bc0,00001b98,0,0,429bc138431c55e5,42a7d1f0431ae7c2,1,1,43d58000,c3110000,1,1,0118,009d,0,0,0,0
1928,1928,0,00001bc8,00001ba0,0,0,42c4f82742b0ef9f,4278692cc2924b6a,1,1,438c0000,c3be8000,1,1,3fd7,3f64,0,0,1,0
1929,1929,0,00001bd0,00001ba8,0,0,c0efd8904298ea5a,c2f99e2642f1fd41,1,1,c2240000,c3b80000,1,1,3eee,3e7c,0,1,0,0
1930,1930,0,00001bd8,00001bb0,0,0,4208683ec19271e0,c1fd6934435b076b,1,1,c3890000,c2e20000,1,1,3f03,3e93,0,0,0,0
1931,1931,0,00001be0,00001bb8,0,0,c1c50f6c42e9371e,4280870142db8747,1,1,c37d0000,433c0000,1,1,0009,3f97,0,0,0,0
1932,1932,0,00001be8,00001bc0,0,0,41068ec841b0cde4,428497fd43731ce4,1,1,41100000,439a8000,1,1,0138,00c6,0,0,0,0
1933,1933,0,00001bf0,00001bc8,0,0,bfb2dc404296d867,42e6e956428f93d4,1,1,439c0000,431d0000,1,1,01a9,0139,0,0,0,0
1934,1934,0,00001bf8,00001bd0,0,0,42c492acc255b2c0,c2003bce42cef886,1,1,43d48000,c31c0000,1,1,010c,0092,0,0,0,0
1935,1935,0,00001c00,00001bd8,0,0,428aa09f42f7c9f6,422ce404429f2430,1,1,43860000,c3c20000,1,1,3fce,3f5b,0,0,0,0
1936,1936,0,00001c08,00001be0,0,0,c273c752424079dc,41ee1efc4251c422,1,1,c2480000,c3b68000,1,1,3ee9,3e79,0,0,0,0
1937,1937,0,00001c10,00001be8,0,0,bf733f0042fefe7f,c22b3c1c42ab71b8,1,1,c38b8000,c2d20000,1,1,3f09,3e97,0,0,0,0
1938,1938,0,00001c18,00001bf0,0,0,c1e48dec4204011a,c11b0890bfa6df80,1,1,c3770000,43460000,1,1,0011,3f9f,0,0,0,0
1939,1939,0,00001c20,00001bf8,0,0,42be230e422c7a70,41eeaf28c1faa59c,1,1,41880000,439c8000,1,1,013f,00c8,0,0,0,0
1940,1940,0,00001c28,00001c00,0,0,c20058dc42e2a7ab,c1fa9b74c20239b4,1,1,439f8000,43120000,1,1,01ac,0132,0,0,0,0
1941,1941,0,00001c30,00001c08,0,0,42a32d4042bbbcab,3fbd86c0bf1a3300,1,1,43d60000,c3250000,1,1,0103,008b,0,0,0,0
1942,1942,0,00001c38,00001c10,0,0,c2237f3442efe122,425b12d24190f374,1,1,43818000,c3c38000,1,1,3fc7,3f54,0,0,0,0
1943,1943,0,00001c40,00001c18,0,0,42a270cec200a690,c1a4bb4842cdfa1f,1,1,c2640000,c3b48000,1,1,3ee7,3e70,0,0,0,0
1944,1944,0,00001c48,00001c20,0,0,4213f4f442a6d15b,c29475aa414e8620,1,1,c38c8000,c2c20000,1,1,3f11,3e9e,0,0,0,0
1945,1945,0,00001c50,00001c28,0,0,c1e35100c21a6bc4,c1f2a5b442a3a13d,1,1,c36f0000,43480000,1,1,0020,3fab,0,0,0,0
1946,1946,0,00001c58,00001c30,0,0,c1c3e0b042b36c7f,c26a6c6c42c2b780,1,1,42000000,43990000,1,1,014a,00d3,0,0,0,0
1947,1947,0,00001c60,00001c38,0,0,4234e50a4278e864,c031c2803fabccc0,1,1,43a50000,430b0000,1,1,01a9,012f,0,0,0,0
1948,1948,0,00001c68,00001c40,0,0,c13f86d0c20760e4,c22929ee42012e9e,1,1,43d48000,c32c0000,1,1,00f8,0082,0,0,0,0
1949,1949,0,00001c70,00001c48,0,0,c1cfe574c2b308f0,4296516842bc6c3a,1,1,43780000,c3c80000,1,1,3fb7,3f46,0,0,0,0
1950,1950,0,00001c78,00001c50,0,0,41a151c04272b196,c29120e6c24f57ae,1,1,c2920000,c3b10000,1,1,3ee2,3e74,0,0,0,0
1951,1951,0,00001c80,00001c58,0,0,41d005644166f568,c24c25a4420efd78,1,1,c38f0000,c2aa0000,1,1,3f17,3ea3,0,0,0,0
1952,1952,0,00001c88,00001c60,0,0,4280a0b34233ae72,c1be4b08418b53f4,1,1,c3690000,43530000,1,1,002c,3fb5,0,0,0,0
1953,1953,0,00001c90,00001c68,0,0,c1377278c078ffa0,c1d4a61cc15a4950,1,1,42300000,43978000,1,1,0154,00db,0,0,0,0
1954,1954,0,00001c98,00001c70,0,0,42768d00c164eea0,40ab2ab0427f0bc4,1,1,43aa0000,43020000,1,1,01a6,0130,0,0,0,0
1955,1955,0,00001ca0,00001c78,0,0,423b9fbe42c60c57,402826c04210d7c8,1,1,43d30000,c33a0000,1,1,00ee,007b,0,0,0,0
1956,1956,0,00001ca8,00001c80,0,0,c2a1ce0ec1959ce0,420140c04225046c,1,1,436e0000,c3c60000,1,1,3fb0,3f42,0,0,0,0
1957,1957,0,00001cb0,00001c88,0,0,c23fb532420b3c28,42371582428f4dfc,1,1,c2a00000,c3ae8000,1,1,3ee1,3e6d,0,0,0,0
1958,1958,0,00001cb8,00001c90,0,0,c1b81f70c2d675a7,c226e47a41e33d9c,1,1,c38f8000,c2960000,1,1,3f1c,3eab,0,0,0,0
1959,1959,0,00001cc0,00001c98,0,0,c2b6b110c0c36a60,41e4598842d5ae74,1,1,c3640000,435b0000,1,1,0035,3fc3,0,0,0,0
1960,1960,0,00001cc8,00001ca0,0,0,40c88c3042c19e5b,4278277cc12f7c48,1,1,42540000,43980000,1,1,0159,00e2,0,0,0,0
1961,1961,0,00001cd0,00001ca8,0,0,414233b842768ae6,415cdef841e7b3b4,1,1,43ac8000,42f60000,1,1,01a2,012e,0,0,0,0
1962,1962,0,00001cd8,00001cb0,0,0,424e5746421fab32,410478c84212c44c,1,1,43d10000,c33e0000,1,1,00e2,006e,0,0,0,0
1963,1963,0,00001ce0,00001cb8,0,0,4287e2804173a9f0,c1bfd11cc2332308,1,1,43620000,c3c98000,1,1,3fa8,3f33,0,0,0,0
1964,1964,0,00001ce8,00001cc0,0,0,c13aeb30c0647e00,c2c2000641b23dbc,1,1,c2b00000,c3aa8000,1,1,3ee0,3e6c,0,0,0,0
1965,1965,0,00001cf0,00001cc8,0,0,4186380441ba285c,c0c97560407bae80,1,1,c3900000,c2740000,1,1,3f21,3eb1,0,0,0,0
1966,1966,0,00001cf8,00001cd0,0,0,4252840cc0c51220,41ea6cb4c24af442,1,1,c35f0000,43620000,1,1,0040,3fcf,0,0,0,0
1967,1967,0,00001d00,00001cd8,0,0,4108bef84314209c,c03d16a04177ca48,1,1,42800000,43970000,1,1,015e,00e9,0,0,0,0
1968,1968,0,00001d08,00001ce0,0,0,c0a963704049cd00,c180ad144285ee4b,1,1,43af0000,42dc0000,1,1,01a7,012e,0,0,0,0
1969,1969,0,00001d10,00001ce8,0,0,c0b5a850c282e423,413f5e5841a48a44,1,1,43d38000,c34d0000,1,1,00de,0067,0,0,0,0
1970,1970,0,00001d18,00001cf0,0,0,42297da042cd3efa,41eec17c42a4b8a6,1,1,435e0000,c3ca0000,1,1,3f9d,3f26,0,0,0,0
1971,1971,0,00001d20,00001cf8,0,0,c1446f3840d86f30,3f803b40c1958b64,1,1,c2c60000,c3a78000,1,1,3ed8,3e69,0,0,0,0
1972,1972,0,00001d28,00001d00,0,0,42556092c1c2c7a8,c217e0d841d9ea20,1,1,c3940000,c2440000,1,1,3f2a,3eb4,0,0,0,0
1973,1973,0,00001d30,00001d08,0,0,4133e3e841c9badc,42243b5ac132ea38,1,1,c3560000,43690000,1,1,0047,3fd7,0,0,0,0
1974,1974,0,00001d38,00001d10,0,0,c2380cde42088ce0,c2bc0f744288e36f,1,1,428e0000,43970000,1,1,0162,00f0,0,0,0,0
1975,1975,0,00001d40,00001d18,0,0,40af0e20430951ce,c1f1a6a041fe2220,1,1,43b10000,42ce0000,1,1,01a3,012a,0,0,0,0
1976,1976,0,00001d48,00001d20,0,0,c203881e42b63353,c1b2e86cbfbf1c40,1,1,43d18000,c35a0000,1,1,00cf,005d,0,0,0,0
1977,1977,0,00001d50,00001d28,0,0,c1a141b441fac084,40e2f08042e3bc2b,1,1,434f0000,c3cb8000,1,1,3f95,3f20,0,0,0,0
1978,1978,0,00001d58,00001d30,0,0,408b6e8042cdd240,424bb154c15390b0,1,1,c2d60000,c3a60000,1,1,3ed7,3e65,0,0,0,0
1979,1979,0,00001d60,00001d38,0,0,4205ef3ec207b9fa,c1b595504176e300,1,1,c3948000,c2240000,1,1,3f31,3ebb,0,0,0,0
1980,1980,0,00001d68,00001d40,0,0,c0529cc0c282f60c,41cfe6f8422b9b34,1,1,c34f0000,43700000,1,1,0056,3fe2,0,0,0,0
1981,1981,0,00001d70,00001d48,0,0,4158aa18c0c758b0,c1501db83eab0300,1,1,42ac0000,43950000,1,1,016a,00f3,0,0,0,0
1982,1982,0,00001d78,00001d50,0,0,41551f9042c96b2e,41eb2500411a3bd0,1,1,43b50000,42ba0000,1,1,019e,0125,0,0,0,0
1983,1983,0,00001d80,00001d58,0,0,c29541a0c1c7bb80,41f030a8c161bc00,1,1,43cf0000,c3600000,1,1,00c4,0052,0,0,0,0
1984,1984,0,00001d88,00001d60,0,0,42354e1841cc1f10,c01635a0c2449382,1,1,43440000,c3cd8000,1,1,3f89,3f13,0,0,0,0
1985,1985,0,00001d90,00001d68,0,0,c1fb1e80c2143a92,c03e2cc0428df0c4,1,1,c2ee0000,c3a28000,1,1,3ed4,3e61,0,0,0,0
1986,1986,0,00001d98,00001d70,0,0,41cb5f504119f710,c186be4442183774,1,1,c3960000,c1f00000,1,1,3f37,3ec6,0,0,0,0
1987,1987,0,00001da0,00001d78,0,0,c2059224c1979424,4202c8cc4240e2dc,1,1,c3490000,43730000,1,1,0062,3fef,0,0,0,0
1988,1988,0,00001da8,00001d80,0,0,c239dd54c2830c57,c2218a10417ce330,1,1,42c40000,43928000,1,1,0170,00fc,0,0,0,0
1989,1989,0,00001db0,00001d88,0,0,4295c0104109b990,428dd02ec1ec13c0,1,1,43b80000,42a40000,1,1,019a,0123,0,0,0,0
1990,1990,0,00001db8,00001d90,0,0,c1dafb18c0911240,c1e62af041ebff4c,1,1,43cd0000,c36d0000,1,1,00b9,0048,0,0,0,0
1991,1991,0,00001dc0,00001d98,0,0,c24fb4d44177f780,c0e3886042404fac,1,1,43390000,c3cf8000,1,1,3f7d,3f0f,0,0,0,0
1992,1992,0,00001dc8,00001da0,0,0,42421dd0417ea678,4233373042a4af81,1,1,c3030000,c39d0000,1,1,3ed4,3e68,0,0,0,0
1993,1993,0,00001dd0,00001da8,0,0,426976cc42c26e19,c23a23d2c20e2bd0,1,1,c3960000,c1880000,1,1,3f41,3ece,0,0,0,0
1994,1994,0,00001dd8,00001db0,0,0,c27b56bcc1b11cb0,c13b80d042a6cc62,1,1,c33f0000,437c0000,1,1,006e,3ffc,0,0,0,0
1995,1995,0,00001de0,00001db8,0,0,c1dd268842b313ae,c2c16ee941ad91d4,1,1,42dc0000,43918000,1,1,0173,0104,0,0,0,0
1996,1996,0,00001de8,00001dc0,0,0,42990b1542101e98,c2515926c1af9fd8,1,1,43b98000,42900000,1,1,019b,011f,0,0,0,0
1997,1997,0,00001df0,00001dc8,0,0,41aaa25c413721f0,c10236f0424fddec,1,1,43cd8000,c3710000,1,1,00b1,003c,0,0,0,0
1998,1998,0,00001df8,00001dd0,0,0,42825e82c07464c0,c22faa02426c695e,1,1,43310000,c3cc0000,1,1,3f76,3f01,0,0,0,0
1999,1999,0,00001e00,00001dd8,0,0,428a3ed9429325b4,4238be9241abae74,1,1,c30a0000,c3990000,1,1,3ed5,3e62,0,0,0,0
2000,2000,0,00001e08,00001de0,0,0,c1df6398c26850cc,c25c9590422603ee,1,1,c3958000,c0800000,1,1,3f48,3ed5,0,0,0,0
2001,2001,0,00001e10,00001de8,0,0,c036700042f56143,40b41a3041fcaae0,1,1,c3380000,43820000,1,1,0079,0004,0,0,0,0
2002,2002,0,00001e18,00001df0,0,0,c21a309a41da22c4,c26902e0c1aeb7d8,1,1,42f20000,438f8000,1,1,017d,0105,0,0,0,0
2003,2003,0,00001e20,00001df8,0,0,c08c7280bd1b7800,423d07f43fbf3e80,1,1,43be8000,42700000,1,1,0192,011d,0,0,0,0
2004,2004,0,00001e28,00001e00,0,0,c1d4da00404f5ba0,c28695e1415a5530,1,1,43c90000,c37f0000,1,1,00a8,002f,0,0,0,0
2005,2005,0,00001e30,00001e08,0,0,42238b1c426ae4c8,c1cb8978427cf07c,1,1,43280000,c3cf0000,1,1,3f6d,3ef8,0,0,0,0
2006,2006,0,00001e38,00001e10,0,0,c164ce28c24eea72,41f072b041b1b4d0,1,1,c3130000,c3958000,1,1,3ed1,3e62,0,0,0,0
2007,2007,0,00001e40,00001e18,0,0,c0ad1da042c32ca9,42a91bf142c90f69,1,1,c3978000,40800000,1,1,3f51,3ee0,0,0,0,0
2008,2008,0,00001e48,00001e20,0,0,41d8b4cc4131cb20,c2491408c0eedcd0,1,1,c32f0000,43828000,1,1,0083,000f,0,0,0,0
2009,2009,0,00001e50,00001e28,0,0,424eb8cc420ce158,4287dd62c120d038,1,1,43030000,438e8000,1,1,0184,010e,0,0,0,0
2010,2010,0,00001e58,00001e30,0,0,c23475344224c8a4,c23f0326c0611c40,1,1,43c20000,423c0000,1,1,018d,0119,0,0,0,0
2011,2011,0,00001e60,00001e38,0,0,c155cc50413bead8,c193bcf84223a116,1,1,43c68000,c3840000,1,1,009e,0028,0,0,0,0
2012,2012,0,00001e68,00001e40,0,0,c1fa2738c02dde80,c13d9d10c23bef94,1,1,431e0000,c3cf0000,1,1,3f63,3ef2,0,0,0,0
2013,2013,0,00001e70,00001e48,0,0,420d409642342498,c27730d0c20a0f18,1,1,c31d0000,c3900000,1,1,3ed2,3e61,0,0,0,0
2014,2014,0,00001e78,00001e50,0,0,40f47ce0423fec38,415ad370c222b7f8,1,1,c3970000,41700000,1,1,3f57,3ee6,0,0,0,0
2015,2015,0,00001e80,00001e58,0,0,c2de90cf4186d748,bfe5fa40c222f494,1,1,c3290000,43870000,1,1,008f,001a,0,0,0,0
2016,2016,0,00001e88,00001e60,0,0,41224af83ef6a000,40a7e4604240c528,1,1,430f0000,438c8000,1,1,0188,010f,0,0,0,0
2017,2017,0,00001e90,00001e68,0,0,c1261918425874aa,c11921b8420ded6c,1,1,43c40000,42200000,1,1,018c,0114,0,0,0,0
2018,2018,0,00001e98,00001e70,0,0,c20df2c842807578,41a34320c298b6c0,1,1,43c60000,c3870000,1,1,008c,001c,0,0,0,0
2019,2019,0,00001ea0,00001e78,0,0,c0da8a60c229d79e,421bc066414a9dd8,1,1,430c0000,c3cf8000,1,1,3f5d,3ee1,0,0,0,0
2020,2020,0,00001ea8,00001e80,0,0,42ae83fa4313bea8,c20aca6242a13a39,1,1,c3230000,c38d0000,1,1,3ed3,3e63,0,0,0,0
2021,2021,0,00001eb0,00001e88,0,0,423e93b042803e73,42252608c23a7990,1,1,c3968000,41d00000,1,1,3f60,3ef1,0,0,0,0
2022,2022,0,00001eb8,00001e90,0,0,c1e410104188a330,c24146584184f940,1,1,c3200000,43878000,1,1,0099,0026,0,0,0,0
2023,2023,0,00001ec0,00001e98,0,0,42261692422f1bae,425c136c41cc5be4,1,1,43190000,438a0000,1,1,018e,0116,0,0,0,0
